node_sig_1,node_sig2,bitcoin_sig_1,bitcoin_sig_2,features,chain_hash,channel_id,node_id_1,node_id_2,bitcoin_key_1,bitcoin_key_2
null,null,null,null,null,null,9819,222,2393,null,null
null,null,null,null,null,null,9820,276,2394,null,null
null,null,null,null,null,null,9821,981,355,null,null
null,null,null,null,null,null,9822,981,282,null,null
null,null,null,null,null,null,9823,46,981,null,null
null,null,null,null,null,null,9824,510,1940,null,null
null,null,null,null,null,null,9825,2395,346,null,null
null,null,null,null,null,null,9826,2396,934,null,null
null,null,null,null,null,null,9827,2397,332,null,null
null,null,null,null,null,null,9828,79,1275,null,null
null,null,null,null,null,null,9829,2398,345,null,null
null,null,null,null,null,null,9830,2010,2357,null,null
null,null,null,null,null,null,9831,2388,2010,null,null
null,null,null,null,null,null,9832,54,2369,null,null
null,null,null,null,null,null,9833,468,1475,null,null
null,null,null,null,null,null,9834,468,347,null,null
null,null,null,null,null,null,9835,177,2369,null,null
null,null,null,null,null,null,9836,699,340,null,null
null,null,null,null,null,null,9837,2168,1321,null,null
null,null,null,null,null,null,9838,896,1475,null,null
null,null,null,null,null,null,9839,896,350,null,null
null,null,null,null,null,null,9840,468,896,null,null
null,null,null,null,null,null,9841,896,58,null,null
null,null,null,null,null,null,9842,922,896,null,null
null,null,null,null,null,null,9843,1240,896,null,null
null,null,null,null,null,null,9844,46,2399,null,null
null,null,null,null,null,null,9845,2398,340,null,null
null,null,null,null,null,null,9846,1794,820,null,null
null,null,null,null,null,null,9847,896,820,null,null
null,null,null,null,null,null,9848,1794,1477,null,null
null,null,null,null,null,null,9849,2398,1436,null,null
null,null,null,null,null,null,9850,2245,192,null,null
null,null,null,null,null,null,9851,54,2400,null,null
null,null,null,null,null,null,9852,2119,2307,null,null
null,null,null,null,null,null,9853,896,223,null,null
null,null,null,null,null,null,9854,227,1347,null,null
null,null,null,null,null,null,9855,358,2398,null,null
null,null,null,null,null,null,9856,346,2401,null,null
null,null,null,null,null,null,9857,1345,1473,null,null
null,null,null,null,null,null,9858,2402,340,null,null
null,null,null,null,null,null,9859,2335,1642,null,null
null,null,null,null,null,null,9860,1867,2277,null,null
null,null,null,null,null,null,9861,1777,1347,null,null
null,null,null,null,null,null,9862,46,1347,null,null
null,null,null,null,null,null,9863,355,1380,null,null
null,null,null,null,null,null,9864,2403,358,null,null
null,null,null,null,null,null,9865,2403,1477,null,null
null,null,null,null,null,null,9866,2403,354,null,null
null,null,null,null,null,null,9867,2403,342,null,null
null,null,null,null,null,null,9868,2403,46,null,null
null,null,null,null,null,null,9869,2403,353,null,null
null,null,null,null,null,null,9870,1371,50,null,null
null,null,null,null,null,null,9871,2066,192,null,null
null,null,null,null,null,null,9872,1642,2404,null,null
null,null,null,null,null,null,9873,2398,2,null,null
null,null,null,null,null,null,9874,54,2405,null,null
null,null,null,null,null,null,9875,344,2406,null,null
null,null,null,null,null,null,9876,360,1502,null,null
null,null,null,null,null,null,9877,2407,348,null,null
null,null,null,null,null,null,9878,130,2408,null,null
null,null,null,null,null,null,9879,2218,282,null,null
null,null,null,null,null,null,9880,2038,227,null,null
null,null,null,null,null,null,9881,2404,130,null,null
null,null,null,null,null,null,9882,1794,714,null,null
null,null,null,null,null,null,9883,1794,306,null,null
null,null,null,null,null,null,9884,54,1794,null,null
null,null,null,null,null,null,9885,352,1794,null,null
null,null,null,null,null,null,9886,1688,58,null,null
null,null,null,null,null,null,9887,410,222,null,null
null,null,null,null,null,null,9888,342,1442,null,null
null,null,null,null,null,null,9889,2197,2078,null,null
null,null,null,null,null,null,9890,2409,326,null,null
null,null,null,null,null,null,9891,2349,400,null,null
null,null,null,null,null,null,9892,2349,177,null,null
null,null,null,null,null,null,9893,2410,2411,null,null
null,null,null,null,null,null,9894,2409,326,null,null
null,null,null,null,null,null,9895,54,2412,null,null
null,null,null,null,null,null,9896,358,2413,null,null
null,null,null,null,null,null,9897,2414,466,null,null
null,null,null,null,null,null,9898,2415,345,null,null
null,null,null,null,null,null,9899,2415,130,null,null
null,null,null,null,null,null,9900,468,2414,null,null
null,null,null,null,null,null,9901,2415,332,null,null
null,null,null,null,null,null,9902,368,86,null,null
null,null,null,null,null,null,9903,282,6,null,null
null,null,null,null,null,null,9904,715,345,null,null
null,null,null,null,null,null,9905,715,1476,null,null
null,null,null,null,null,null,9906,76,2416,null,null
null,null,null,null,null,null,9907,2241,177,null,null
null,null,null,null,null,null,9908,282,39,null,null
null,null,null,null,null,null,9909,130,39,null,null
null,null,null,null,null,null,9910,326,39,null,null
null,null,null,null,null,null,9911,39,340,null,null
null,null,null,null,null,null,9912,343,39,null,null
null,null,null,null,null,null,9913,353,39,null,null
null,null,null,null,null,null,9914,39,347,null,null
null,null,null,null,null,null,9915,356,39,null,null
null,null,null,null,null,null,9916,276,1275,null,null
null,null,null,null,null,null,9917,2417,350,null,null
null,null,null,null,null,null,9918,1642,2100,null,null
null,null,null,null,null,null,9919,342,39,null,null
null,null,null,null,null,null,9920,276,2418,null,null
null,null,null,null,null,null,9921,2010,2349,null,null
null,null,null,null,null,null,9922,468,1931,null,null
null,null,null,null,null,null,9923,820,1931,null,null
null,null,null,null,null,null,9924,1776,344,null,null
null,null,null,null,null,null,9925,2010,5,null,null
null,null,null,null,null,null,9926,2010,805,null,null
null,null,null,null,null,null,9927,2010,906,null,null
null,null,null,null,null,null,9928,2064,2010,null,null
null,null,null,null,null,null,9929,1442,1931,null,null
null,null,null,null,null,null,9930,2349,130,null,null
null,null,null,null,null,null,9931,46,1836,null,null
null,null,null,null,null,null,9932,588,352,null,null
null,null,null,null,null,null,9933,588,356,null,null
null,null,null,null,null,null,9934,588,352,null,null
null,null,null,null,null,null,9935,513,2419,null,null
null,null,null,null,null,null,9936,2420,481,null,null
null,null,null,null,null,null,9937,2010,1321,null,null
null,null,null,null,null,null,9938,2010,481,null,null
null,null,null,null,null,null,9939,1853,2010,null,null
null,null,null,null,null,null,9940,2038,17,null,null
null,null,null,null,null,null,9941,105,46,null,null
null,null,null,null,null,null,9942,2038,332,null,null
null,null,null,null,null,null,9943,2038,1987,null,null
null,null,null,null,null,null,9944,457,906,null,null
null,null,null,null,null,null,9945,2421,2,null,null
null,null,null,null,null,null,9946,2422,2423,null,null
null,null,null,null,null,null,9947,2424,1697,null,null
null,null,null,null,null,null,9948,2188,63,null,null
null,null,null,null,null,null,9949,513,2423,null,null
null,null,null,null,null,null,9950,2188,58,null,null
null,null,null,null,null,null,9951,95,2425,null,null
null,null,null,null,null,null,9952,2372,354,null,null
null,null,null,null,null,null,9953,2426,150,null,null
null,null,null,null,null,null,9954,468,2427,null,null
null,null,null,null,null,null,9955,2428,513,null,null
null,null,null,null,null,null,9956,2,759,null,null
null,null,null,null,null,null,9957,1475,2429,null,null
null,null,null,null,null,null,9958,54,2409,null,null
null,null,null,null,null,null,9959,468,1442,null,null
null,null,null,null,null,null,9960,46,2409,null,null
null,null,null,null,null,null,9961,513,340,null,null
null,null,null,null,null,null,9962,2428,513,null,null
null,null,null,null,null,null,9963,33,2391,null,null
null,null,null,null,null,null,9964,2010,2430,null,null
null,null,null,null,null,null,9965,2431,1324,null,null
null,null,null,null,null,null,9966,468,86,null,null
null,null,null,null,null,null,9967,2421,54,null,null
null,null,null,null,null,null,9968,122,2429,null,null
null,null,null,null,null,null,9969,54,2427,null,null
null,null,null,null,null,null,9970,353,2427,null,null
null,null,null,null,null,null,9971,2427,343,null,null
null,null,null,null,null,null,9972,2427,1777,null,null
null,null,null,null,null,null,9973,349,2432,null,null
null,null,null,null,null,null,9974,2427,400,null,null
null,null,null,null,null,null,9975,2427,344,null,null
null,null,null,null,null,null,9976,2188,344,null,null
null,null,null,null,null,null,9977,2188,457,null,null
null,null,null,null,null,null,9978,2188,410,null,null
null,null,null,null,null,null,9979,2188,2018,null,null
null,null,null,null,null,null,9980,2362,622,null,null
null,null,null,null,null,null,9981,2349,2211,null,null
null,null,null,null,null,null,9982,2427,130,null,null
null,null,null,null,null,null,9983,1765,2010,null,null
null,null,null,null,null,null,9984,909,2431,null,null
null,null,null,null,null,null,9985,1566,2429,null,null
null,null,null,null,null,null,9986,2066,1986,null,null
null,null,null,null,null,null,9987,2066,1473,null,null
null,null,null,null,null,null,9988,698,1866,null,null
null,null,null,null,null,null,9989,1674,1777,null,null
null,null,null,null,null,null,9990,194,2363,null,null
null,null,null,null,null,null,9991,2380,466,null,null
null,null,null,null,null,null,9992,2433,348,null,null
null,null,null,null,null,null,9993,150,2434,null,null
null,null,null,null,null,null,9994,156,2434,null,null
null,null,null,null,null,null,9995,355,1375,null,null
null,null,null,null,null,null,9996,980,1477,null,null
null,null,null,null,null,null,9997,763,2435,null,null
null,null,null,null,null,null,9998,95,2425,null,null
null,null,null,null,null,null,9999,346,2415,null,null
null,null,null,null,null,null,10000,2216,2429,null,null
null,null,null,null,null,null,10001,263,2436,null,null
null,null,null,null,null,null,10002,352,2436,null,null
null,null,null,null,null,null,10003,2437,513,null,null
null,null,null,null,null,null,10004,2438,347,null,null
null,null,null,null,null,null,10005,2438,227,null,null
null,null,null,null,null,null,10006,2438,332,null,null
null,null,null,null,null,null,10007,1473,2350,null,null
null,null,null,null,null,null,10008,122,1884,null,null
null,null,null,null,null,null,10009,150,2435,null,null
null,null,null,null,null,null,10010,139,1275,null,null
null,null,null,null,null,null,10011,2439,342,null,null
null,null,null,null,null,null,10012,369,150,null,null
null,null,null,null,null,null,10013,46,2439,null,null
null,null,null,null,null,null,10014,2010,346,null,null
null,null,null,null,null,null,10015,46,2041,null,null
null,null,null,null,null,null,10016,54,2440,null,null
null,null,null,null,null,null,10017,350,2441,null,null
null,null,null,null,null,null,10018,358,2441,null,null
null,null,null,null,null,null,10019,349,2247,null,null
null,null,null,null,null,null,10020,356,2247,null,null
null,null,null,null,null,null,10021,354,2247,null,null
null,null,null,null,null,null,10022,1642,2429,null,null
null,null,null,null,null,null,10023,1931,2049,null,null
null,null,null,null,null,null,10024,342,194,null,null
null,null,null,null,null,null,10025,276,2393,null,null
null,null,null,null,null,null,10026,343,194,null,null
null,null,null,null,null,null,10027,2361,820,null,null
null,null,null,null,null,null,10028,2442,1931,null,null
null,null,null,null,null,null,10029,2443,346,null,null
null,null,null,null,null,null,10030,139,2444,null,null
null,null,null,null,null,null,10031,1914,2442,null,null
null,null,null,null,null,null,10032,54,2445,null,null
null,null,null,null,null,null,10033,1497,457,null,null
null,null,null,null,null,null,10034,410,1755,null,null
null,null,null,null,null,null,10035,410,2248,null,null
null,null,null,null,null,null,10036,410,2260,null,null
null,null,null,null,null,null,10037,410,2407,null,null
null,null,null,null,null,null,10038,410,1645,null,null
null,null,null,null,null,null,10039,410,1240,null,null
null,null,null,null,null,null,10040,410,2427,null,null
null,null,null,null,null,null,10041,410,2030,null,null
null,null,null,null,null,null,10042,914,457,null,null
null,null,null,null,null,null,10043,410,1982,null,null
null,null,null,null,null,null,10044,1618,2446,null,null
null,null,null,null,null,null,10045,220,2446,null,null
null,null,null,null,null,null,10046,2446,355,null,null
null,null,null,null,null,null,10047,1115,2446,null,null
null,null,null,null,null,null,10048,410,1143,null,null
null,null,null,null,null,null,10049,77,2447,null,null
null,null,null,null,null,null,10050,2448,326,null,null
null,null,null,null,null,null,10051,410,593,null,null
null,null,null,null,null,null,10052,418,457,null,null
null,null,null,null,null,null,10053,410,688,null,null
null,null,null,null,null,null,10054,410,1833,null,null
null,null,null,null,null,null,10055,410,985,null,null
null,null,null,null,null,null,10056,410,64,null,null
null,null,null,null,null,null,10057,457,1710,null,null
null,null,null,null,null,null,10058,410,153,null,null
null,null,null,null,null,null,10059,355,2447,null,null
null,null,null,null,null,null,10060,410,2449,null,null
null,null,null,null,null,null,10061,2399,457,null,null
null,null,null,null,null,null,10062,410,1193,null,null
null,null,null,null,null,null,10063,410,369,null,null
null,null,null,null,null,null,10064,410,2429,null,null
null,null,null,null,null,null,10065,457,1034,null,null
null,null,null,null,null,null,10066,791,457,null,null
null,null,null,null,null,null,10067,2388,457,null,null
null,null,null,null,null,null,10068,186,457,null,null
null,null,null,null,null,null,10069,410,2263,null,null
null,null,null,null,null,null,10070,250,2010,null,null
null,null,null,null,null,null,10071,2164,457,null,null
null,null,null,null,null,null,10072,457,2129,null,null
null,null,null,null,null,null,10073,410,2450,null,null
null,null,null,null,null,null,10074,457,2087,null,null
null,null,null,null,null,null,10075,410,2099,null,null
null,null,null,null,null,null,10076,410,1930,null,null
null,null,null,null,null,null,10077,410,1853,null,null
null,null,null,null,null,null,10078,2451,513,null,null
null,null,null,null,null,null,10079,1805,46,null,null
null,null,null,null,null,null,10080,2445,350,null,null
null,null,null,null,null,null,10081,2445,350,null,null
null,null,null,null,null,null,10082,2216,282,null,null
null,null,null,null,null,null,10083,2427,2010,null,null
null,null,null,null,null,null,10084,2010,2429,null,null
null,null,null,null,null,null,10085,689,2431,null,null
null,null,null,null,null,null,10086,2444,77,null,null
null,null,null,null,null,null,10087,2452,326,null,null
null,null,null,null,null,null,10088,2452,326,null,null
null,null,null,null,null,null,10089,2453,1347,null,null
null,null,null,null,null,null,10090,2453,177,null,null
null,null,null,null,null,null,10091,349,2442,null,null
null,null,null,null,null,null,10092,349,2454,null,null
null,null,null,null,null,null,10093,979,2369,null,null
null,null,null,null,null,null,10094,54,2447,null,null
null,null,null,null,null,null,10095,410,2455,null,null
null,null,null,null,null,null,10096,2382,219,null,null
null,null,null,null,null,null,10097,2382,2,null,null
null,null,null,null,null,null,10098,410,1867,null,null
null,null,null,null,null,null,10099,1475,2380,null,null
null,null,null,null,null,null,10100,989,457,null,null
null,null,null,null,null,null,10101,1660,457,null,null
null,null,null,null,null,null,10102,410,1351,null,null
null,null,null,null,null,null,10103,410,1151,null,null
null,null,null,null,null,null,10104,410,1420,null,null
null,null,null,null,null,null,10105,106,2295,null,null
null,null,null,null,null,null,10106,457,2456,null,null
null,null,null,null,null,null,10107,2457,345,null,null
null,null,null,null,null,null,10108,2458,513,null,null
null,null,null,null,null,null,10109,2427,77,null,null
null,null,null,null,null,null,10110,468,2459,null,null
null,null,null,null,null,null,10111,1205,78,null,null
null,null,null,null,null,null,10112,864,2456,null,null
null,null,null,null,null,null,10113,2010,212,null,null
null,null,null,null,null,null,10114,2010,156,null,null
null,null,null,null,null,null,10115,2010,422,null,null
null,null,null,null,null,null,10116,377,2010,null,null
null,null,null,null,null,null,10117,2307,139,null,null
null,null,null,null,null,null,10118,1246,1275,null,null
null,null,null,null,null,null,10119,1115,1683,null,null
null,null,null,null,null,null,10120,2409,348,null,null
null,null,null,null,null,null,10121,263,2460,null,null
null,null,null,null,null,null,10122,673,2274,null,null
null,null,null,null,null,null,10123,613,77,null,null
null,null,null,null,null,null,10124,263,390,null,null
null,null,null,null,null,null,10125,263,390,null,null
null,null,null,null,null,null,10126,1608,282,null,null
null,null,null,null,null,null,10127,1475,268,null,null
null,null,null,null,null,null,10128,2010,327,null,null
null,null,null,null,null,null,10129,1475,268,null,null
null,null,null,null,null,null,10130,105,2010,null,null
null,null,null,null,null,null,10131,2013,513,null,null
null,null,null,null,null,null,10132,2013,513,null,null
null,null,null,null,null,null,10133,1867,2,null,null
null,null,null,null,null,null,10134,2010,1608,null,null
null,null,null,null,null,null,10135,2085,1777,null,null
null,null,null,null,null,null,10136,2,2191,null,null
null,null,null,null,null,null,10137,2,457,null,null
null,null,null,null,null,null,10138,353,2461,null,null
null,null,null,null,null,null,10139,139,2357,null,null
null,null,null,null,null,null,10140,2462,130,null,null
null,null,null,null,null,null,10141,2,2444,null,null
null,null,null,null,null,null,10142,2462,16,null,null
null,null,null,null,null,null,10143,54,1895,null,null
null,null,null,null,null,null,10144,1895,350,null,null
null,null,null,null,null,null,10145,1895,350,null,null
null,null,null,null,null,null,10146,1618,1063,null,null
null,null,null,null,null,null,10147,2463,64,null,null
null,null,null,null,null,null,10148,1473,715,null,null
null,null,null,null,null,null,10149,1063,1324,null,null
null,null,null,null,null,null,10150,349,2454,null,null
null,null,null,null,null,null,10151,356,2445,null,null
null,null,null,null,null,null,10152,2338,326,null,null
null,null,null,null,null,null,10153,1895,227,null,null
null,null,null,null,null,null,10154,2464,1475,null,null
null,null,null,null,null,null,10155,763,1940,null,null
null,null,null,null,null,null,10156,450,332,null,null
null,null,null,null,null,null,10157,2453,1642,null,null
null,null,null,null,null,null,10158,98,282,null,null
null,null,null,null,null,null,10159,2398,1940,null,null
null,null,null,null,null,null,10160,2338,130,null,null
null,null,null,null,null,null,10161,346,2465,null,null
null,null,null,null,null,null,10162,468,2038,null,null
null,null,null,null,null,null,10163,457,216,null,null
null,null,null,null,null,null,10164,58,216,null,null
null,null,null,null,null,null,10165,2464,119,null,null
null,null,null,null,null,null,10166,1225,77,null,null
null,null,null,null,null,null,10167,263,2338,null,null
null,null,null,null,null,null,10168,222,673,null,null
null,null,null,null,null,null,10169,326,2440,null,null
null,null,null,null,null,null,10170,326,2440,null,null
null,null,null,null,null,null,10171,552,334,null,null
null,null,null,null,null,null,10172,20,2466,null,null
null,null,null,null,null,null,10173,2466,350,null,null
null,null,null,null,null,null,10174,2466,340,null,null
null,null,null,null,null,null,10175,673,343,null,null
null,null,null,null,null,null,10176,673,347,null,null
null,null,null,null,null,null,10177,2467,344,null,null
null,null,null,null,null,null,10178,2468,977,null,null
null,null,null,null,null,null,10179,468,2191,null,null
null,null,null,null,null,null,10180,552,359,null,null
null,null,null,null,null,null,10181,2351,356,null,null
null,null,null,null,null,null,10182,98,2338,null,null
null,null,null,null,null,null,10183,1290,77,null,null
null,null,null,null,null,null,10184,1080,150,null,null
null,null,null,null,null,null,10185,468,2152,null,null
null,null,null,null,null,null,10186,46,212,null,null
null,null,null,null,null,null,10187,1781,86,null,null
null,null,null,null,null,null,10188,1781,1931,null,null
null,null,null,null,null,null,10189,1901,161,null,null
null,null,null,null,null,null,10190,2467,290,null,null
null,null,null,null,null,null,10191,122,46,null,null
null,null,null,null,null,null,10192,2010,463,null,null
null,null,null,null,null,null,10193,977,1658,null,null
null,null,null,null,null,null,10194,1474,2338,null,null
null,null,null,null,null,null,10195,1098,332,null,null
null,null,null,null,null,null,10196,1098,347,null,null
null,null,null,null,null,null,10197,458,2439,null,null
null,null,null,null,null,null,10198,2439,346,null,null
null,null,null,null,null,null,10199,2439,192,null,null
null,null,null,null,null,null,10200,1736,977,null,null
null,null,null,null,null,null,10201,130,725,null,null
null,null,null,null,null,null,10202,2066,1293,null,null
null,null,null,null,null,null,10203,2469,355,null,null
null,null,null,null,null,null,10204,2470,326,null,null
null,null,null,null,null,null,10205,1618,450,null,null
null,null,null,null,null,null,10206,245,161,null,null
null,null,null,null,null,null,10207,896,1867,null,null
null,null,null,null,null,null,10208,2471,513,null,null
null,null,null,null,null,null,10209,2472,346,null,null
null,null,null,null,null,null,10210,2311,350,null,null
null,null,null,null,null,null,10211,46,2473,null,null
null,null,null,null,null,null,10212,2078,161,null,null
null,null,null,null,null,null,10213,1781,282,null,null
null,null,null,null,null,null,10214,1781,1293,null,null
null,null,null,null,null,null,10215,250,1781,null,null
null,null,null,null,null,null,10216,54,2474,null,null
null,null,null,null,null,null,10217,468,448,null,null
null,null,null,null,null,null,10218,1781,130,null,null
null,null,null,null,null,null,10219,20,1290,null,null
null,null,null,null,null,null,10220,346,2447,null,null
null,null,null,null,null,null,10221,410,2338,null,null
null,null,null,null,null,null,10222,2338,177,null,null
null,null,null,null,null,null,10223,513,2475,null,null
null,null,null,null,null,null,10224,2476,1540,null,null
null,null,null,null,null,null,10225,349,2477,null,null
null,null,null,null,null,null,10226,349,2477,null,null
null,null,null,null,null,null,10227,2307,466,null,null
null,null,null,null,null,null,10228,349,2478,null,null
null,null,null,null,null,null,10229,2116,290,null,null
null,null,null,null,null,null,10230,2116,343,null,null
null,null,null,null,null,null,10231,1891,344,null,null
null,null,null,null,null,null,10232,760,350,null,null
null,null,null,null,null,null,10233,342,760,null,null
null,null,null,null,null,null,10234,760,1477,null,null
null,null,null,null,null,null,10235,760,1474,null,null
null,null,null,null,null,null,10236,1891,130,null,null
null,null,null,null,null,null,10237,358,715,null,null
null,null,null,null,null,null,10238,2002,344,null,null
null,null,null,null,null,null,10239,353,760,null,null
null,null,null,null,null,null,10240,513,2475,null,null
null,null,null,null,null,null,10241,87,2479,null,null
null,null,null,null,null,null,10242,199,2357,null,null
null,null,null,null,null,null,10243,353,2357,null,null
null,null,null,null,null,null,10244,1151,2357,null,null
null,null,null,null,null,null,10245,2480,353,null,null
null,null,null,null,null,null,10246,275,533,null,null
null,null,null,null,null,null,10247,2481,355,null,null
null,null,null,null,null,null,10248,2481,326,null,null
null,null,null,null,null,null,10249,353,2482,null,null
null,null,null,null,null,null,10250,2435,109,null,null
null,null,null,null,null,null,10251,468,1524,null,null
null,null,null,null,null,null,10252,353,2483,null,null
null,null,null,null,null,null,10253,101,2010,null,null
null,null,null,null,null,null,10254,2294,58,null,null
null,null,null,null,null,null,10255,346,2484,null,null
null,null,null,null,null,null,10256,1130,354,null,null
null,null,null,null,null,null,10257,2485,348,null,null
null,null,null,null,null,null,10258,2,1524,null,null
null,null,null,null,null,null,10259,468,109,null,null
null,null,null,null,null,null,10260,1645,2,null,null
null,null,null,null,null,null,10261,1476,2486,null,null
null,null,null,null,null,null,10262,2487,334,null,null
null,null,null,null,null,null,10263,2,2488,null,null
null,null,null,null,null,null,10264,2489,342,null,null
null,null,null,null,null,null,10265,1524,466,null,null
null,null,null,null,null,null,10266,2402,760,null,null
null,null,null,null,null,null,10267,739,347,null,null
null,null,null,null,null,null,10268,2490,332,null,null
null,null,null,null,null,null,10269,1860,1660,null,null
null,null,null,null,null,null,10270,2490,332,null,null
null,null,null,null,null,null,10271,1777,2490,null,null
null,null,null,null,null,null,10272,2490,513,null,null
null,null,null,null,null,null,10273,2490,177,null,null
null,null,null,null,null,null,10274,2491,2191,null,null
null,null,null,null,null,null,10275,352,1579,null,null
null,null,null,null,null,null,10276,263,177,null,null
null,null,null,null,null,null,10277,349,2492,null,null
null,null,null,null,null,null,10278,1673,161,null,null
null,null,null,null,null,null,10279,2473,350,null,null
null,null,null,null,null,null,10280,2024,2485,null,null
null,null,null,null,null,null,10281,344,1194,null,null
null,null,null,null,null,null,10282,510,344,null,null
null,null,null,null,null,null,10283,806,355,null,null
null,null,null,null,null,null,10284,343,1664,null,null
null,null,null,null,null,null,10285,2493,350,null,null
null,null,null,null,null,null,10286,1345,340,null,null
null,null,null,null,null,null,10287,250,1501,null,null
null,null,null,null,null,null,10288,510,354,null,null
null,null,null,null,null,null,10289,2494,326,null,null
null,null,null,null,null,null,10290,2494,17,null,null
null,null,null,null,null,null,10291,2494,343,null,null
null,null,null,null,null,null,10292,2494,431,null,null
null,null,null,null,null,null,10293,739,77,null,null
null,null,null,null,null,null,10294,46,2490,null,null
null,null,null,null,null,null,10295,46,2495,null,null
null,null,null,null,null,null,10296,1080,2490,null,null
null,null,null,null,null,null,10297,739,8,null,null
null,null,null,null,null,null,10298,510,1475,null,null
null,null,null,null,null,null,10299,2,1776,null,null
null,null,null,null,null,null,10300,566,359,null,null
null,null,null,null,null,null,10301,510,1476,null,null
null,null,null,null,null,null,10302,141,2496,null,null
null,null,null,null,null,null,10303,566,340,null,null
null,null,null,null,null,null,10304,2010,2497,null,null
null,null,null,null,null,null,10305,343,861,null,null
null,null,null,null,null,null,10306,171,1298,null,null
null,null,null,null,null,null,10307,46,1298,null,null
null,null,null,null,null,null,10308,358,1298,null,null
null,null,null,null,null,null,10309,79,1298,null,null
null,null,null,null,null,null,10310,1298,1474,null,null
null,null,null,null,null,null,10311,1660,1298,null,null
null,null,null,null,null,null,10312,1293,1298,null,null
null,null,null,null,null,null,10313,1298,50,null,null
null,null,null,null,null,null,10314,1298,281,null,null
null,null,null,null,null,null,10315,1115,2427,null,null
null,null,null,null,null,null,10316,510,348,null,null
null,null,null,null,null,null,10317,1940,2493,null,null
null,null,null,null,null,null,10318,356,2493,null,null
null,null,null,null,null,null,10319,2427,2191,null,null
null,null,null,null,null,null,10320,2,448,null,null
null,null,null,null,null,null,10321,1151,2498,null,null
null,null,null,null,null,null,10322,54,2493,null,null
null,null,null,null,null,null,10323,54,450,null,null
null,null,null,null,null,null,10324,1501,820,null,null
null,null,null,null,null,null,10325,1524,227,null,null
null,null,null,null,null,null,10326,377,1501,null,null
null,null,null,null,null,null,10327,2499,348,null,null
null,null,null,null,null,null,10328,468,2442,null,null
null,null,null,null,null,null,10329,2427,457,null,null
null,null,null,null,null,null,10330,101,1501,null,null
null,null,null,null,null,null,10331,46,1506,null,null
null,null,null,null,null,null,10332,46,62,null,null
null,null,null,null,null,null,10333,2500,177,null,null
null,null,null,null,null,null,10334,2,2500,null,null
null,null,null,null,null,null,10335,2362,1477,null,null
null,null,null,null,null,null,10336,2362,1476,null,null
null,null,null,null,null,null,10337,2362,1474,null,null
null,null,null,null,null,null,10338,1475,2362,null,null
null,null,null,null,null,null,10339,46,2427,null,null
null,null,null,null,null,null,10340,258,356,null,null
null,null,null,null,null,null,10341,141,282,null,null
null,null,null,null,null,null,10342,54,2209,null,null
null,null,null,null,null,null,10343,46,2427,null,null
null,null,null,null,null,null,10344,1082,334,null,null
null,null,null,null,null,null,10345,1082,130,null,null
null,null,null,null,null,null,10346,1082,350,null,null
null,null,null,null,null,null,10347,1082,347,null,null
null,null,null,null,null,null,10348,1082,820,null,null
null,null,null,null,null,null,10349,1082,326,null,null
null,null,null,null,null,null,10350,2254,1205,null,null
null,null,null,null,null,null,10351,513,389,null,null
null,null,null,null,null,null,10352,2,2362,null,null
null,null,null,null,null,null,10353,2493,17,null,null
null,null,null,null,null,null,10354,2493,251,null,null
null,null,null,null,null,null,10355,87,1781,null,null
null,null,null,null,null,null,10356,1777,2500,null,null
null,null,null,null,null,null,10357,2500,77,null,null
null,null,null,null,null,null,10358,1082,1431,null,null
null,null,null,null,null,null,10359,1332,368,null,null
null,null,null,null,null,null,10360,513,2501,null,null
null,null,null,null,null,null,10361,1642,2502,null,null
null,null,null,null,null,null,10362,281,2502,null,null
null,null,null,null,null,null,10363,2503,350,null,null
null,null,null,null,null,null,10364,1791,660,null,null
null,null,null,null,null,null,10365,2502,716,null,null
null,null,null,null,null,null,10366,350,2499,null,null
null,null,null,null,null,null,10367,890,348,null,null
null,null,null,null,null,null,10368,890,332,null,null
null,null,null,null,null,null,10369,660,2099,null,null
null,null,null,null,null,null,10370,2502,376,null,null
null,null,null,null,null,null,10371,451,2504,null,null
null,null,null,null,null,null,10372,1552,2505,null,null
null,null,null,null,null,null,10373,2439,714,null,null
null,null,null,null,null,null,10374,2439,326,null,null
null,null,null,null,null,null,10375,2349,2485,null,null
null,null,null,null,null,null,10376,265,8,null,null
null,null,null,null,null,null,10377,2010,2502,null,null
null,null,null,null,null,null,10378,1524,2485,null,null
null,null,null,null,null,null,10379,1941,513,null,null
null,null,null,null,null,null,10380,1941,513,null,null
null,null,null,null,null,null,10381,1940,2485,null,null
null,null,null,null,null,null,10382,46,2506,null,null
null,null,null,null,null,null,10383,326,618,null,null
null,null,null,null,null,null,10384,326,618,null,null
null,null,null,null,null,null,10385,468,1200,null,null
null,null,null,null,null,null,10386,448,2502,null,null
null,null,null,null,null,null,10387,177,332,null,null
null,null,null,null,null,null,10388,2427,1420,null,null
null,null,null,null,null,null,10389,457,1200,null,null
null,null,null,null,null,null,10390,979,1974,null,null
null,null,null,null,null,null,10391,326,890,null,null
null,null,null,null,null,null,10392,1555,1821,null,null
null,null,null,null,null,null,10393,2182,2500,null,null
null,null,null,null,null,null,10394,468,2500,null,null
null,null,null,null,null,null,10395,1781,1293,null,null
null,null,null,null,null,null,10396,1931,660,null,null
null,null,null,null,null,null,10397,2502,130,null,null
null,null,null,null,null,null,10398,326,2506,null,null
